TRANSACTION_NUMBER,INSTANCE_DATE,GROUP_EN,PROCEDURE_EN,IS_OFFPLAN_EN,IS_FREE_HOLD_EN,USAGE_EN,AREA_EN,PROP_TYPE_EN,PROP_SB_TYPE_EN,TRANS_VALUE,PROCEDURE_AREA,ACTUAL_AREA,ROOMS_EN,PARKING,NEAREST_METRO_EN,NEAREST_MALL_EN,NEAREST_LANDMARK_EN,TOTAL_BUYER,TOTAL_SELLER,MASTER_PROJECT_EN,PROJECT_EN
"41-23142-2024","2024-11-25 10:19:44","Sales","Delayed Sell","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Hotel Rooms","387325","10.49","10.49","Studio","EU","Business Bay Metro Station","Dubai Mall","Downtown Dubai","2","1","","SKY BAY HOTEL"
"41-23143-2024","2024-11-25 10:26:15","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2838600","144","144","","","","","","2","1","","DAMAC LAGOONS - MOROCCO 2"
"41-23148-2024","2024-11-25 11:39:07","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI CREEK HARBOUR","Unit","Flat","2320000","96.84","96.84","2 B/R","B1-36","Creek Metro Station","City Centre Mirdif","Dubai International Airport","1","2","","Creek Gate"
"41-23151-2024","2024-11-25 11:26:57","Sales","Delayed Sell","Ready","Free Hold","Residential","THE FIELD","Building","Villa","3500000","187.2","187.2","4 B/R","","","","IMG World Adventures","1","1","","THE FIELDS AT D11 - MBRMC"
"41-23154-2024","2024-11-25 13:09:49","Sales","Delayed Sell","Ready","Free Hold","Residential","ARJAN","Unit","Flat","690000","37.09","37.09","Studio","G-114","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","LEGACY BY SUNRISE"
"41-23156-2024","2024-11-25 14:55:28","Sales","Delayed Sell","Ready","Free Hold","Residential","JUMEIRAH VILLAGE CIRCLE","Unit","Flat","1650000","117.09","117.09","2 B/R","G-19","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","2","1","","Luma22"
"41-23157-2024","2024-11-25 12:34:50","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","2200000","110.92","110.92","2 B/R","B-74","Noor Bank Metro Station","Mall of the Emirates","IMG World Adventures","1","1","","Golf ville"
"41-23158-2024","2024-11-25 11:52:06","Sales","Delayed Sell","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Flat","950000","88.54","88.54","1 B/R","G-45","","","IMG World Adventures","1","2","","MAS TOWER"
"41-23159-2024","2024-11-25 12:19:49","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI STUDIO CITY","Unit","Flat","1235000","96.87","96.87","2 B/R","G-78","","","Motor City","1","2","","CELIA RESIDENCE"
"41-23162-2024","2024-11-25 12:55:20","Sales","Delayed Sell","Ready","Free Hold","Residential","Madinat Al Mataar","Land","Airport","3350000","726.81","726.81","","","","","","1","1","","Fairway Villas"
"41-23164-2024","2024-11-25 14:12:13","Sales","Delayed Sell","Ready","Free Hold","Residential","THE FIELD","Building","Villa","4750000","286.77","286.77","4 B/R","","","","IMG World Adventures","1","1","","THE FIELDS AT D11 - MBRMC"
"41-23165-2024","2024-11-25 13:22:35","Sales","Delayed Sell","Ready","Free Hold","Residential","MEYDAN ONE","Unit","Flat","620000","41.39","41.39","Studio","B1-22","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","Azizi Riviera 42"
"41-23166-2024","2024-11-25 14:49:30","Sales","Delayed Sell","Ready","Free Hold","Residential","ARJAN","Unit","Flat","680000","36.39","36.39","Studio","G-24","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","1","1","","LEGACY BY SUNRISE"
"41-23168-2024","2024-11-25 13:59:31","Sales","Delayed Sell","Ready","Free Hold","Residential","JADDAF WATERFRONT","Unit","Flat","900000","42.58","42.58","1 B/R","B3-05","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","1","1","","Boutique Xll"
"41-23170-2024","2024-11-25 13:36:34","Sales","Delayed Sell","Ready","Free Hold","Residential","INTERNATIONAL CITY PH 1","Unit","Flat","315000","37.6","37.6","Studio","LG-359","Rashidiya Metro Station","City Centre Mirdif","","1","1","","Lawnz Residence by Danube "
"41-23171-2024","2024-11-25 14:28:39","Sales","Delayed Sell","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1600000","60.11","60.11","1 B/R","B2-2352","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","1","1","","PARK RIDGE"
"41-23174-2024","2024-11-25 13:39:05","Sales","Delayed Sell","Ready","Free Hold","Residential","Zaabeel Second","Unit","Flat","4550000","151.54","151.54","3 B/R","P3-212,P3-213","Financial Centre","Dubai Mall","Burj Khalifa","1","1","","Downtown Views II"
"41-23177-2024","2024-11-25 14:21:48","Sales","Delayed Sell","Ready","Free Hold","Residential","Al Hebiah Fifth","Land","Residential","2990000","233.16","233.16","","","","","","2","1","","DAMAC LAGOONS - IBIZA"
"43-169-2024","2024-11-25 12:02:56","Mortgage","Portfolio Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","621000","83.7","83.7","Office","B1-28, B1-29","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","BURLINGTON TOWER"
"43-169-2024","2024-11-25 12:02:56","Mortgage","Portfolio Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","621000","50.57","50.57","Office","B1-22","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","BURLINGTON TOWER"
"43-170-2024","2024-11-25 12:06:47","Mortgage","Portfolio Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","621000","50.57","50.57","Office","B1-23","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","BURLINGTON TOWER"
"43-170-2024","2024-11-25 12:06:47","Mortgage","Portfolio Mortgage Registration","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Office","621000","81.53","81.53","Office","B1-30, B1-31","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","BURLINGTON TOWER"
"45-1556-2024","2024-11-25 09:02:37","Sales","Sell Development","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Office","500000","58.32","58.32","Office","B2-248, B2-249","","","IMG World Adventures","1","1","","LYNX"
"45-1571-2024","2024-11-25 07:24:59","Sales","Sell Development","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Flat","530000","63.19","63.19","1 B/R","G-012","","","IMG World Adventures","1","1","","SILICON GATE 3"
"45-1572-2024","2024-11-25 10:54:18","Sales","Sell Development","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Flat","550000","79.23","79.23","1 B/R","G-460","","","","1","1","",""
"45-1573-2024","2024-11-25 12:33:19","Sales","Sell Development","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Flat","390000","41.02","41.02","Studio","G-191","","","IMG World Adventures","1","1","","SILICON HEIGHTS"
"45-1574-2024","2024-11-25 11:52:41","Sales","Sell Development","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Flat","520000","45.18","45.18","Studio","P1-80","","","IMG World Adventures","1","1","","SILICON HEIGHTS2"
"460-374-2024","2024-11-25 00:32:00","Sales","Sale On Payment Plan","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","4446691.41","143.45","143.45","2 B/R","P2-085","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"460-375-2024","2024-11-25 05:09:17","Sales","Sale On Payment Plan","Ready","Free Hold","Residential","JUMEIRAH LAKES TOWERS","Unit","Flat","5482805.44","137.34","137.34","2 B/R","P1-010","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","1","1","",""
"460-376-2024","2024-11-25 13:01:23","Sales","Sale On Payment Plan","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","1679150","84.17","84.17","1 B/R","B1-1131","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","1","1","","BURJ VIEWS"
"460-377-2024","2024-11-25 15:04:50","Sales","Sale On Payment Plan","Ready","Free Hold","Residential","DUBAI LAND RESIDENCE COMPLEX","Unit","Flat","564516","119.53","119.53","2 B/R","P1 C 80","","","IMG World Adventures","1","1","","SKY COURTS"
"56-70-2024","2024-11-25 12:42:17","Mortgage","Modify Development Mortgage","Ready","Free Hold","Commercial","DUBAI PRODUCTION CITY","Land","Commercial","38000000","10169.48","10169.48","","","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","0","0","",""
"715-70-2024","2024-11-25 15:02:10","Mortgage","Delayed Sell Lease to Own Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1480000","180.26","180.26","","","","","","1","2","","DAMAC HILLS (2) - ODORA "
"715-70-2024","2024-11-25 15:02:10","Sales","Delayed Sell Lease to Own Registration","Ready","Free Hold","Residential","Madinat Hind 4","Land","Residential","1850000","180.26","180.26","","","","","","1","2","","DAMAC HILLS (2) - ODORA "
"810-1120-2024","2024-11-25 10:42:48","Mortgage","Lease Finance Registration","Ready","Free Hold","Residential","EMIRATE LIVING","Building","Villa","2011639","254.99","254.99","3 B/R","","Damac Properties","Marina Mall","Sports City Swimming Academy","0","0","","Emirates Living - Springs 1"
"9-6879-2024","2024-11-25 10:28:16","Gifts","Grant","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Hotel Apartment","1030023","27","27","1 B/R","P2-61","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","SLS DUBAI"
"9-6935-2024","2024-11-25 13:52:14","Gifts","Grant","Ready","Non Free Hold","Residential","Nad Al Hamar","Land","Residential","5000210","1393.55","1393.55","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"9-7055-2024","2024-11-25 10:18:48","Gifts","Grant","Ready","Free Hold","Residential","DUBAI HILLS","Unit","Flat","1251190.39","61.95","61.95","1 B/R","P1-26","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Global Village","0","0","","Prive Residence"
"9-7098-2024","2024-11-25 04:48:35","Gifts","Grant","Ready","Free Hold","Residential","AL KHAIL HEIGHTS","Unit","Flat","493508.36","62.54","62.54","Studio","G-1315","Noor Bank Metro Station","Dubai Mall","Downtown Dubai","0","0","","AL KHAIL HEIGHTS"
"9-7100-2024","2024-11-25 08:58:39","Gifts","Grant","Ready","Free Hold","Residential","Wadi Al Safa 3","Land","Residential","28601813.54","1249.97","1249.97","","","","","","0","0","",""
"9-7101-2024","2024-11-25 05:09:20","Gifts","Grant","Ready","Free Hold","Residential","JUMEIRAH BEACH RESIDENCE","Unit","Flat","3752349.52","180.97","180.97","3 B/R","B582-3","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","0","0","",""
"9-7262-2024","2024-11-25 13:34:02","Gifts","Grant","Ready","Non Free Hold","Residential","Mirdif","Land","Residential","8500000","1509.86","1509.86","","","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","0","",""
"9-7263-2024","2024-11-25 10:45:13","Gifts","Grant","Ready","Free Hold","Residential","DAMAC HILLS","Land","Residential","2750056.43","248.34","496.67","","","","","Motor City","0","0","","DAMAC HILLS - SILVER SPRINGS"
"9-7264-2024","2024-11-25 10:06:06","Gifts","Grant","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","360884.78","23.3","46.6","Studio","G-108","Jumeirah Beach Residency","Marina Mall","Sports City Swimming Academy","0","0","",""
"9-7265-2024","2024-11-25 10:50:19","Gifts","Grant","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","368636.18","23.3","46.6","Studio","G-114","Jumeirah Beach Residency","Marina Mall","Sports City Swimming Academy","0","0","",""
"9-7266-2024","2024-11-25 10:55:27","Gifts","Grant","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","346209.68","22.35","44.7","Studio","G-66","Jumeirah Beach Residency","Marina Mall","Sports City Swimming Academy","0","0","",""
"9-7267-2024","2024-11-25 11:54:35","Gifts","Grant","Ready","Free Hold","Residential","DUBAI MARINA","Unit","Flat","1209057.69","74.5","74.5","1 B/R","B4-14","Mina Seyahi","Marina Mall","Burj Al Arab","0","0","","ELITE RESIDENCE"
"9-7268-2024","2024-11-25 12:39:44","Gifts","Grant","Ready","Free Hold","Residential","JUMEIRAH VILLAGE TRIANGLE","Unit","Flat","474545.41","42.79","42.79","Studio","P2-75","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","0","0","","AL JAWHARA TOWER "
"9-7269-2024","2024-11-25 12:22:29","Gifts","Grant","Ready","Free Hold","Residential","BURJ KHALIFA","Unit","Flat","2893676.91","141.27","141.27","3 B/R","1","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","0","0","","THE SIGNATURE"
"9-7270-2024","2024-11-25 13:44:13","Gifts","Grant","Ready","Free Hold","Residential","THE GREENS","Unit","Flat","2104410.93","121.24","121.24","2 B/R","B 244","Nakheel Metro Station","Marina Mall","Burj Al Arab","0","0","",""
"9-7273-2024","2024-11-25 14:13:06","Gifts","Grant","Ready","Free Hold","Residential","BUSINESS BAY","Unit","Flat","872417.31","42.23","42.23","Studio","B3-22","Business Bay Metro Station","Dubai Mall","Downtown Dubai","0","0","","Ahad Residences"
"95-62-2024","2024-11-25 13:33:26","Sales","Delayed Development","Ready","Non Free Hold","Residential","SILICON OASIS","Unit","Office","344600","52.83","52.83","NA","B1-35","","","IMG World Adventures","0","0","","CAMBRIDGE BUSINESS CENTRE"
